@relation marketing_training_predicted

@attribute custAge numeric
@attribute profession {admin.,blue-collar,technician,management,services,unemployed,housemaid,unknown,self-employed,retired,student,entrepreneur}
@attribute marital {single,married,divorced,unknown}
@attribute schooling {university.degree,high.school,basic.4y,basic.9y,professional.course,basic.6y,unknown,illiterate}
@attribute default {unknown,no,yes}
@attribute housing {no,yes,unknown}
@attribute loan {no,yes,unknown}
@attribute contact {cellular,telephone}
@attribute month {nov,jul,may,aug,apr,jun,mar,oct,sep,dec}
@attribute day_of_week {mon,wed,tue,fri,thu}
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {nonexistent,failure,success}
@attribute emp.var.rate numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute euribor3m numeric
@attribute nr.employed numeric
@attribute pmonths numeric
@attribute pastEmail numeric
@attribute 'prediction margin' numeric
@attribute 'predicted responded' {no,yes}
@attribute responded {no,yes}

@data
?,admin.,single,?,no,yes,no,cellular,may,wed,4,999,1,failure,-1.8,93.876,-40,0.672,5008.7,999,3,0.429211,no,no
42,admin.,single,university.degree,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.912898,no,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.622193,no,no
34,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,0.923531,no,no
50,management,married,?,no,yes,no,cellular,jul,?,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.875162,no,no
?,technician,married,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.928324,no,no
46,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.905545,no,no
?,services,single,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,3,0.881575,no,no
?,technician,single,?,no,no,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999,0,0.555066,no,no
?,management,married,high.school,no,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.916505,no,no
42,technician,married,university.degree,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.944171,no,no
44,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.927605,no,no
34,admin.,single,basic.9y,unknown,yes,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.916876,no,no
?,blue-collar,married,?,unknown,no,no,telephone,jun,?,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.901642,no,no
31,technician,single,professional.course,no,yes,no,cellular,aug,?,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.931305,no,no
63,retired,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,999,0,0.24932,no,no
29,blue-collar,single,unknown,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.869687,no,no
?,admin.,married,?,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.939717,no,no
48,services,divorced,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.896227,no,no
?,admin.,married,professional.course,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.510347,no,no
30,admin.,divorced,university.degree,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.933554,no,no
58,retired,married,professional.course,no,yes,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.81926,no,no
39,self-employed,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.925569,no,no
?,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.911654,no,no
31,technician,single,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.938449,no,no
?,blue-collar,married,?,unknown,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999,0,0.335347,no,no
44,self-employed,married,professional.course,no,yes,no,telephone,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,0.971059,no,no
33,services,married,?,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,2,0.881551,no,no
31,unemployed,single,?,no,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,0,0.949559,no,no
31,admin.,married,?,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.897313,no,no
43,technician,married,?,no,yes,no,cellular,nov,?,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.930416,no,no
32,unemployed,single,?,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,2,0.86408,no,no
60,technician,divorced,professional.course,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.947825,no,no
35,blue-collar,married,?,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.920786,no,no
28,self-employed,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,0.73099,no,no
21,management,single,university.degree,no,unknown,unknown,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999,0,0.302808,no,no
29,admin.,single,high.school,unknown,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.939136,no,no
28,services,married,?,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.888106,no,no
39,blue-collar,married,unknown,unknown,yes,no,telephone,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.940882,no,no
?,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,?,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,999,3,0.79308,no,no
?,technician,single,basic.9y,unknown,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.924896,no,no
?,student,single,high.school,no,no,no,telephone,oct,?,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,999,0,0.282873,no,no
40,admin.,single,high.school,no,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,0.897476,no,no
41,blue-collar,married,basic.9y,no,no,no,cellular,aug,?,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,999,0,0.448595,no,no
39,admin.,divorced,university.degree,no,yes,no,cellular,mar,thu,1,13,1,success,-1.8,93.369,-34.8,0.65,5008.7,0.433333,4,-0.79919,yes,no
34,admin.,married,university.degree,no,yes,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.897068,no,no
47,technician,single,professional.course,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.935829,no,no
?,technician,single,professional.course,no,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.926441,no,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,4,0.86679,no,no
43,blue-collar,married,basic.6y,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,0.726343,no,no
38,management,divorced,university.degree,no,yes,no,cellular,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.895462,no,no
53,entrepreneur,married,?,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,1,0.941531,no,no
43,technician,married,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.936506,no,no
28,admin.,married,high.school,no,no,no,telephone,may,?,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.930265,no,no
?,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.909427,no,no
?,retired,single,university.degree,no,unknown,unknown,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,999,0,-0.068156,yes,no
?,technician,single,professional.course,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.932397,no,no
39,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.920907,no,no
?,entrepreneur,married,unknown,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.899084,no,no
?,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.481421,no,no
30,blue-collar,single,?,no,no,no,telephone,jun,mon,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,0.900607,no,no
?,technician,divorced,professional.course,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.951774,no,no
33,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.92629,no,no
?,unemployed,married,university.degree,unknown,no,no,telephone,jun,?,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.934754,no,no
?,services,married,high.school,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.807533,no,no
42,services,divorced,basic.6y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.897568,no,no
?,student,single,high.school,no,yes,no,telephone,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.831188,no,no
34,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.944748,no,no
59,housemaid,divorced,?,unknown,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.862642,no,no
50,blue-collar,married,basic.6y,no,yes,no,cellular,sep,wed,3,999,1,failure,-3.4,92.379,-29.8,0.768,5017.5,999,3,0.263801,no,no
52,admin.,married,?,no,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,0.229836,no,no
33,technician,married,high.school,no,no,yes,telephone,jun,mon,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,0.951016,no,no
25,technician,single,?,no,yes,no,telephone,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,999,0,0.386846,no,no
49,admin.,single,high.school,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.873497,no,no
44,blue-collar,married,?,unknown,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.9021,no,no
47,blue-collar,divorced,basic.9y,no,no,no,cellular,may,?,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,0.752838,no,no
41,technician,single,high.school,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.931921,no,no
28,blue-collar,married,?,unknown,no,no,cellular,may,?,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,1,0.890508,no,no
54,unemployed,married,high.school,unknown,no,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.960327,no,no
30,admin.,single,university.degree,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.915965,no,no
33,blue-collar,single,basic.4y,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.911631,no,no
44,blue-collar,married,basic.4y,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.799629,no,no
32,management,married,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.9007,no,no
?,blue-collar,married,?,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.896731,no,no
49,services,married,?,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.746636,no,no
?,admin.,single,unknown,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,0.702942,no,no
28,admin.,single,?,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.913099,no,no
41,blue-collar,married,high.school,unknown,no,yes,telephone,jun,?,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.919997,no,no
38,technician,married,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,0.930469,no,no
39,services,single,high.school,no,no,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.913169,no,no
33,management,married,?,no,yes,no,cellular,jul,?,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.876576,no,no
56,technician,married,professional.course,unknown,unknown,unknown,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,0,0.971864,no,no
?,self-employed,married,university.degree,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,2,0.780262,no,no
45,services,married,?,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999,0,0.520709,no,no
42,blue-collar,married,?,unknown,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.941082,no,no
53,blue-collar,single,?,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.877803,no,no
36,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jul,mon,14,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.972979,no,no
37,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.922986,no,no
36,technician,married,?,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.937357,no,no
33,admin.,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.913332,no,no
?,technician,single,university.degree,unknown,yes,yes,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.966414,no,no
?,admin.,married,unknown,no,no,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.873365,no,no
41,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.897642,no,no
37,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.929946,no,no
47,blue-collar,single,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.928457,no,no
31,technician,single,professional.course,no,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.887266,no,no
36,services,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.928042,no,no
30,services,married,high.school,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,0.894715,no,no
?,unemployed,divorced,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.932356,no,no
35,admin.,married,?,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.924743,no,no
34,technician,married,?,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.911394,no,no
50,admin.,married,?,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.907723,no,no
40,services,married,?,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.8853,no,no
44,admin.,married,high.school,no,yes,no,cellular,may,?,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,0.758022,no,no
35,admin.,married,?,no,yes,no,cellular,nov,thu,2,3,1,success,-0.1,93.2,-42,4.076,5195.8,0.1,2,0.655589,no,no
?,services,married,basic.9y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.935015,no,no
48,admin.,married,high.school,no,yes,no,telephone,nov,?,1,999,0,nonexistent,-0.1,93.2,-42,4.7,5195.8,999,0,0.966898,no,no
?,management,married,university.degree,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.934509,no,no
51,admin.,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.886109,no,no
29,blue-collar,single,high.school,unknown,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,0.904273,no,no
30,services,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.880735,no,no
42,admin.,married,?,no,no,no,telephone,jul,?,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,999,0,0.947612,no,no
47,retired,married,university.degree,no,no,no,telephone,jul,tue,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.942806,no,no
25,admin.,single,?,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.855734,no,no
52,retired,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.869792,no,no
47,admin.,married,basic.4y,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.947429,no,no
38,technician,married,professional.course,no,no,no,telephone,jun,fri,24,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.956664,no,no
39,technician,married,professional.course,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0.927497,no,no
50,management,divorced,university.degree,no,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,4,0.954424,no,no
28,admin.,married,?,no,yes,no,cellular,aug,mon,3,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,999,2,0.260339,no,no
38,technician,married,professional.course,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.945936,no,no
51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.880858,no,no
?,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.646675,no,no
58,technician,married,?,no,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,0.533333,no,no
37,entrepreneur,divorced,?,unknown,no,no,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.858518,no,no
?,blue-collar,married,?,unknown,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.935975,no,no
27,admin.,single,?,no,no,no,cellular,jul,?,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.855563,no,no
34,self-employed,single,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.747958,no,no
?,technician,single,professional.course,no,yes,no,cellular,nov,thu,9,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.931531,no,no
59,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.950299,no,no
30,services,married,?,no,yes,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.942016,no,no
39,admin.,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.929749,no,no
49,blue-collar,divorced,?,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.878339,no,no
28,technician,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.882605,no,no
48,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.91888,no,no
?,blue-collar,married,unknown,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.888598,no,no
36,services,single,basic.9y,no,no,no,telephone,jun,tue,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,0.924052,no,no
?,admin.,divorced,?,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.708901,no,no
33,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,0.723943,no,no
30,admin.,single,university.degree,unknown,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.555078,no,no
?,unemployed,married,university.degree,unknown,unknown,unknown,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.948529,no,no
?,blue-collar,married,unknown,unknown,no,yes,cellular,may,?,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,2,0.884044,no,no
37,blue-collar,married,basic.9y,no,no,no,cellular,may,?,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,0.749182,no,no
58,services,married,high.school,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0,0.894877,no,no
48,technician,married,?,no,yes,yes,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.939438,no,no
33,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.943452,no,no
32,technician,single,?,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.936157,no,no
54,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.941061,no,no
37,admin.,married,high.school,no,no,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,0.506043,no,no
57,retired,married,?,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.899777,no,no
27,admin.,married,professional.course,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.701274,no,no
30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.879801,no,no
43,admin.,divorced,?,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.927622,no,no
47,management,married,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.900255,no,no
?,technician,married,?,unknown,no,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.961506,no,no
26,student,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,0.583377,no,no
40,unemployed,married,?,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.743056,no,no
46,admin.,married,professional.course,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.837497,no,no
51,services,married,high.school,no,yes,no,cellular,nov,mon,3,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,0.2,9,-0.0175,yes,no
28,admin.,single,?,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999,3,0.868025,no,no
?,management,married,high.school,no,no,no,cellular,nov,?,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.915335,no,no
34,admin.,divorced,?,no,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,4,0.858693,no,no
